Smartphone,Brand,Model,RAM,Storage,Final Price
421,10,31,4.0,64.0,262.58
190,6,171,8.0,128.0,229.0
460,10,75,4.0,128.0,192.59
496,10,184,4.0,64.0,172.59
1095,15,230,3.0,64.0,159.0
402,10,3,8.0,256.0,401.6
1100,15,231,2.0,32.0,109.0
196,6,173,6.0,128.0,209.0
385,9,257,8.0,256.0,343.99
1195,15,236,8.0,256.0,329.37
206,6,180,8.0,256.0,299.0
648,11,118,8.0,128.0,377.96
1099,15,231,2.0,32.0,109.0
1101,15,231,2.0,32.0,109.0
1102,15,231,2.0,32.0,109.0
1059,15,226,4.0,128.0,123.0
1024,15,223,2.0,32.0,95.59
424,10,31,6.0,128.0,281.6
1173,15,236,4.0,128.0,249.0
1182,15,236,4.0,128.0,279.0
487,10,97,8.0,128.0,552.59
1171,15,236,4.0,128.0,249.0
1201,15,236,8.0,256.0,261.95
188,6,170,4.0,128.0,179.0
1176,15,236,4.0,64.0,229.0
1034,15,223,4.0,128.0,179.0
497,10,184,4.0,64.0,172.59
452,10,73,3.0,32.0,142.59
179,6,165,2.0,64.0,119.0
174,6,83,12.0,256.0,899.0
1028,15,223,3.0,64.0,159.0
454,10,73,3.0,32.0,142.59
1178,15,236,4.0,64.0,229.0
1053,15,226,3.0,64.0,169.0
1162,15,3,8.0,256.0,449.99
1190,15,236,8.0,128.0,399.0
479,10,95,12.0,256.0,702.59
418,10,31,4.0,128.0,282.58
603,11,110,8.0,256.0,469.0
1203,15,236,8.0,256.0,379.95
1206,15,236,8.0,256.0,499.0
1163,15,3,8.0,256.0,449.99
459,10,75,4.0,128.0,192.59
329,9,77,4.0,64.0,169.99
1210,15,191,8.0,256.0,225.0
484,10,97,12.0,256.0,601.6
338,9,90,12.0,256.0,479.99
1161,15,3,8.0,256.0,449.99
687,11,125,8.0,128.0,413.0
689,11,125,8.0,128.0,418.99
273,7,246,8.0,128.0,379.0
599,11,110,8.0,256.0,469.0
347,9,147,6.0,128.0,219.99
1056,15,226,4.0,128.0,123.0
195,6,173,6.0,128.0,209.0
1204,15,236,8.0,256.0,389.95
684,11,124,6.0,128.0,299.0
274,7,246,8.0,128.0,379.0
389,9,258,6.0,128.0,349.99
482,10,96,8.0,128.0,432.59
1055,15,226,3.0,64.0,169.0
794,11,135,8.0,256.0,1159.0
685,11,124,6.0,128.0,299.0
224,7,39,4.0,64.0,179.0
1060,15,226,4.0,128.0,199.0
673,11,121,4.0,64.0,179.0
651,11,118,8.0,128.0,452.61
1061,15,226,4.0,128.0,169.0
362,9,149,4.0,128.0,229.98
417,10,29,4.0,64.0,201.6
937,15,7,8.0,256.0,781.6
1045,15,225,4.0,128.0,144.95
892,14,273,6.0,128.0,220.99
1205,15,236,8.0,256.0,389.9
679,11,122,4.0,128.0,279.0
589,11,109,6.0,128.0,359.0
893,14,273,6.0,128.0,220.99
945,15,9,8.0,128.0,492.59
592,11,110,6.0,128.0,300.0
601,11,110,8.0,256.0,469.0
897,14,275,8.0,256.0,267.99
882,14,262,12.0,256.0,799.0
175,6,84,8.0,256.0,491.64
605,11,110,8.0,256.0,469.0
660,11,118,8.0,256.0,549.0
741,11,130,8.0,256.0,649.0
1040,15,224,4.0,128.0,199.99
659,11,118,8.0,256.0,449.95
1046,15,225,4.0,128.0,144.95
654,11,118,8.0,256.0,549.0
239,7,51,8.0,128.0,299.0
1134,15,234,4.0,128.0,219.99
595,11,110,6.0,128.0,399.0
550,11,102,4.0,64.0,189.0
568,11,106,4.0,128.0,234.95
552,11,102,4.0,64.0,189.0
896,14,275,8.0,256.0,267.99
923,15,6,8.0,256.0,1026.41
387,9,258,6.0,128.0,349.99
656,11,118,8.0,256.0,549.0
901,14,280,8.0,128.0,306.0
902,14,280,8.0,128.0,306.0
353,9,148,4.0,128.0,209.99
325,9,77,3.0,32.0,149.99
494,10,183,4.0,128.0,222.59
935,15,7,8.0,256.0,772.46
242,7,51,8.0,128.0,299.0
658,11,118,8.0,256.0,549.0
388,9,258,6.0,128.0,349.99
655,11,118,8.0,256.0,449.95
1192,15,236,8.0,128.0,289.95
649,11,118,8.0,128.0,379.95
245,7,57,8.0,256.0,386.6
1177,15,236,4.0,64.0,229.99
924,15,6,8.0,256.0,500.0
887,14,270,4.0,128.0,182.99
886,14,270,4.0,128.0,178.0
384,9,257,8.0,256.0,349.99
1009,15,222,4.0,128.0,295.82
209,6,220,8.0,256.0,899.01
1071,15,228,2.0,32.0,119.99
646,11,118,8.0,128.0,379.95
1141,15,234,6.0,128.0,206.99
485,10,97,12.0,256.0,601.6
289,8,188,8.0,128.0,259.0
554,11,102,4.0,64.0,189.0
226,7,45,4.0,128.0,158.95
818,12,11,4.0,64.0,143.28
244,7,57,8.0,256.0,401.6
1197,15,236,6.0,128.0,229.95
251,7,257,8.0,256.0,305.0
947,15,9,8.0,256.0,430.0
788,11,135,8.0,256.0,1159.0
639,11,117,6.0,128.0,399.0
176,6,84,8.0,256.0,491.64
380,9,257,6.0,128.0,299.99
904,14,280,8.0,256.0,309.0
878,14,250,8.0,128.0,290.48
356,9,148,4.0,64.0,189.99
879,14,250,8.0,128.0,290.48
1211,15,191,8.0,256.0,249.79
903,14,280,8.0,256.0,309.0
1209,15,191,8.0,256.0,234.95
942,15,9,8.0,256.0,1084.97
394,9,258,8.0,256.0,399.99
178,6,84,12.0,256.0,859.0
288,8,187,6.0,128.0,361.71
48,2,146,8.0,256.0,229.95
1057,15,226,4.0,128.0,199.0
1093,15,230,3.0,64.0,101.14
256,7,242,8.0,256.0,499.0
597,11,110,6.0,128.0,399.0
672,11,121,4.0,128.0,209.0
541,11,102,4.0,128.0,177.0
269,7,246,8.0,128.0,309.0
848,12,22,4.0,64.0,150.99
549,11,102,4.0,64.0,156.01
1062,15,226,4.0,128.0,199.0
591,11,110,6.0,128.0,399.0
839,12,19,6.0,256.0,200.99
841,12,20,2.0,32.0,92.7
257,7,242,8.0,256.0,499.0
542,11,102,4.0,128.0,209.0
1207,15,191,6.0,128.0,209.0
593,11,110,6.0,128.0,399.0
758,11,131,12.0,256.0,954.0
1199,15,236,6.0,128.0,229.95
169,6,83,8.0,128.0,599.0
298,7,48,6.0,128.0,319.0
590,11,110,6.0,128.0,300.0
921,15,5,8.0,256.0,450.0
249,7,257,8.0,256.0,999.0
228,7,45,4.0,128.0,199.0
483,10,96,8.0,128.0,432.59
1180,15,236,4.0,128.0,209.9
652,11,118,8.0,128.0,499.0
545,11,102,4.0,128.0,209.0
1184,15,236,6.0,128.0,287.21
581,11,108,4.0,64.0,200.71
1187,15,236,6.0,128.0,379.99
495,10,183,4.0,128.0,222.59
222,7,39,4.0,64.0,179.0
598,11,110,8.0,256.0,342.99
670,11,121,4.0,128.0,209.0
1047,15,225,4.0,128.0,144.95
1079,15,229,2.0,32.0,93.41
177,6,84,8.0,256.0,569.0
250,7,257,8.0,256.0,306.0
9,15,248,8.0,128.0,839.0
189,6,171,8.0,128.0,229.0
547,11,102,4.0,128.0,179.95
381,9,257,6.0,128.0,299.99
544,11,102,4.0,128.0,179.95
342,9,90,12.0,256.0,629.99
499,10,185,3.0,32.0,141.6
211,6,220,8.0,256.0,1199.0
1183,15,236,6.0,128.0,288.32
237,7,51,4.0,128.0,189.0
647,11,118,8.0,128.0,499.0
602,11,110,8.0,256.0,349.94
832,12,17,2.0,64.0,121.99
837,12,19,4.0,128.0,163.59
210,6,220,8.0,256.0,899.01
847,12,22,4.0,64.0,150.99
332,9,89,6.0,128.0,399.99
1198,15,236,6.0,128.0,229.95
390,9,258,8.0,256.0,399.99
1175,15,236,4.0,64.0,229.99
1140,15,234,6.0,128.0,199.0
1185,15,236,6.0,128.0,293.46
836,12,19,4.0,128.0,163.59
259,7,242,12.0,256.0,649.0
565,11,106,4.0,128.0,230.95
596,11,110,6.0,128.0,309.95
258,7,242,12.0,256.0,649.01
392,9,258,8.0,256.0,319.98
268,7,246,8.0,128.0,429.0
253,7,258,12.0,256.0,1299.0
838,12,19,6.0,256.0,200.99
720,11,129,6.0,128.0,499.0
1107,15,232,2.0,32.0,77.98
1094,15,230,3.0,64.0,101.07
510,11,99,3.0,32.0,129.0
846,12,21,2.0,32.0,120.99
630,11,116,6.0,128.0,380.0
760,11,131,12.0,256.0,1647.19
1052,15,226,3.0,64.0,149.89
378,9,257,6.0,128.0,299.99
229,7,45,4.0,128.0,202.59
1037,15,224,3.0,64.0,105.04
355,9,148,4.0,64.0,189.99
1019,15,222,4.0,128.0,169.94
936,15,7,12.0,256.0,849.99
1155,15,3,6.0,64.0,299.99
761,11,131,12.0,256.0,920.0
650,11,118,8.0,128.0,499.0
754,11,131,8.0,128.0,569.9
492,10,97,8.0,128.0,752.59
800,11,136,12.0,256.0,1160.0
1166,15,235,6.0,128.0,249.9
928,15,6,12.0,256.0,1451.0
354,9,148,4.0,128.0,209.99
1027,15,223,3.0,64.0,103.16
47,2,145,12.0,256.0,299.0
386,9,257,8.0,256.0,349.99
828,12,16,4.0,128.0,174.99
1208,15,191,6.0,128.0,278.7
1118,15,233,6.0,128.0,329.99
825,12,15,4.0,64.0,184.99
653,11,118,8.0,256.0,448.99
657,11,118,8.0,256.0,449.95
833,12,17,2.0,64.0,121.99
360,9,149,4.0,128.0,229.98
1074,15,228,2.0,32.0,119.99
711,11,129,6.0,128.0,649.0
765,11,131,8.0,128.0,866.0
1026,15,223,3.0,64.0,107.9
327,9,77,3.0,32.0,149.99
698,11,127,12.0,256.0,909.0
1051,15,226,3.0,64.0,119.0
857,13,60,4.0,64.0,179.99
383,9,257,8.0,256.0,343.99
824,12,15,4.0,64.0,184.99
553,11,102,4.0,64.0,159.95
474,10,93,6.0,128.0,351.6
558,11,103,3.0,32.0,105.0
600,11,110,8.0,256.0,349.94
835,12,18,3.0,64.0,149.99
212,6,220,8.0,256.0,1199.0
5,15,248,12.0,256.0,573.03
170,6,83,8.0,128.0,399.0
751,11,130,8.0,256.0,649.0
267,7,246,8.0,128.0,479.49
294,7,41,4.0,64.0,269.0
1193,15,236,8.0,128.0,399.0
382,9,257,8.0,256.0,327.0
844,12,21,2.0,32.0,120.99
1004,15,255,6.0,128.0,354.38
810,11,136,12.0,512.0,1919.0
261,7,245,8.0,128.0,499.0
339,9,90,8.0,256.0,429.01
315,7,255,12.0,256.0,1169.0
766,11,131,8.0,128.0,889.99
1031,15,223,3.0,64.0,159.0
576,11,108,4.0,128.0,324.99
419,10,31,4.0,128.0,282.58
1188,15,236,6.0,128.0,379.99
594,11,110,6.0,128.0,299.9
292,8,189,6.0,128.0,219.0
1189,15,236,8.0,128.0,299.95
944,15,9,8.0,256.0,825.4
1038,15,224,3.0,64.0,107.94
321,7,244,12.0,256.0,229.0
730,11,129,12.0,128.0,1164.79
1030,15,223,3.0,64.0,122.27
604,11,110,8.0,256.0,349.94
919,15,5,8.0,256.0,623.0
436,10,34,4.0,128.0,252.59
368,9,149,4.0,64.0,210.0
910,15,4,8.0,128.0,399.0
0,15,247,12.0,256.0,420.52
556,11,102,4.0,128.0,281.18
700,11,128,8.0,128.0,520.15
1138,15,234,4.0,64.0,189.99
1041,15,224,4.0,128.0,158.99
340,9,90,8.0,256.0,439.0
661,11,118,8.0,128.0,393.06
740,11,130,6.0,128.0,749.0
1105,15,232,2.0,32.0,79.99
223,7,39,4.0,64.0,138.99
801,11,136,12.0,256.0,1493.29
949,15,9,12.0,256.0,1310.08
337,9,90,12.0,256.0,479.99
764,11,131,8.0,128.0,844.0
966,15,157,8.0,128.0,302.29
1114,15,233,4.0,64.0,201.47
778,11,134,8.0,256.0,621.56
99,4,150,6.0,128.0,219.95
266,7,246,8.0,256.0,521.61
415,10,29,4.0,128.0,221.6
908,15,2,8.0,128.0,422.24
675,11,121,4.0,64.0,179.0
1142,15,3,6.0,128.0,415.51
714,11,129,6.0,128.0,649.0
490,10,97,12.0,256.0,852.59
523,11,101,4.0,64.0,228.69
341,9,90,8.0,256.0,429.01
929,15,6,12.0,256.0,780.85
227,7,45,4.0,128.0,202.59
410,10,28,4.0,64.0,202.59
1150,15,3,8.0,128.0,379.0
183,6,167,4.0,64.0,143.93
551,11,102,4.0,64.0,159.95
305,7,56,8.0,128.0,199.0
781,11,135,8.0,128.0,1099.0
1007,15,222,4.0,128.0,199.99
10,15,248,8.0,128.0,819.0
826,12,15,4.0,128.0,204.99
984,15,160,6.0,64.0,306.59
297,7,42,4.0,128.0,184.0
247,7,255,8.0,128.0,469.0
234,7,50,4.0,64.0,442.23
1086,15,230,4.0,128.0,129.95
255,7,258,12.0,256.0,1299.0
975,15,158,8.0,256.0,234.0
1186,15,236,6.0,128.0,379.99
141,5,204,8.0,128.0,849.58
62,2,208,8.0,256.0,229.0
621,11,114,4.0,128.0,249.01
867,13,62,4.0,64.0,169.99
1137,15,234,4.0,64.0,189.99
262,7,245,12.0,256.0,799.0
61,2,208,8.0,256.0,229.0
1010,15,222,4.0,64.0,156.53
1124,15,233,8.0,128.0,349.0
295,7,41,4.0,64.0,269.0
220,7,38,4.0,64.0,189.0
515,11,101,3.0,32.0,146.0
637,11,117,6.0,128.0,390.0
926,15,6,8.0,128.0,363.04
248,7,257,8.0,256.0,999.0
1050,15,226,3.0,32.0,149.99
1151,15,3,6.0,128.0,349.99
690,11,126,6.0,128.0,219.0
1232,15,240,4.0,128.0,359.98
912,15,4,8.0,128.0,448.99
477,10,94,12.0,256.0,553.95
534,11,101,4.0,128.0,199.0
63,2,208,8.0,256.0,229.0
583,11,109,6.0,128.0,359.0
1020,15,222,4.0,128.0,179.95
1075,15,228,2.0,32.0,85.99
613,11,112,4.0,64.0,140.0
701,11,128,8.0,128.0,214.0
344,9,90,8.0,256.0,579.99
202,6,177,6.0,128.0,188.31
802,11,136,12.0,256.0,1799.0
69,2,264,12.0,256.0,249.95
299,7,48,6.0,128.0,319.0
941,15,9,8.0,256.0,982.29
1001,15,212,8.0,256.0,369.0
252,7,257,8.0,256.0,499.0
204,6,179,4.0,128.0,186.98
633,11,117,6.0,128.0,399.0
812,11,136,12.0,512.0,1919.0
525,11,101,4.0,64.0,189.99
831,12,17,2.0,32.0,80.63
1036,15,224,3.0,64.0,107.94
744,11,130,6.0,128.0,759.0
719,11,129,8.0,256.0,654.53
948,15,9,12.0,256.0,1338.8
609,11,111,4.0,64.0,261.61
753,11,130,8.0,256.0,806.04
265,7,246,8.0,256.0,391.13
697,11,127,12.0,256.0,517.0
1082,15,230,2.0,32.0,170.01
231,7,49,4.0,128.0,239.0
526,11,101,4.0,128.0,199.95
804,11,136,12.0,256.0,1799.0
934,15,7,8.0,256.0,502.0
478,10,95,12.0,256.0,699.0
97,4,26,8.0,256.0,702.84
345,9,147,4.0,64.0,199.99
743,11,130,6.0,128.0,480.45
476,10,93,6.0,128.0,351.6
733,11,129,8.0,128.0,1063.47
336,9,90,12.0,256.0,479.99
103,4,152,6.0,128.0,449.55
8,15,248,12.0,256.0,779.0
555,11,102,4.0,128.0,209.0
1090,15,230,2.0,32.0,92.93
352,9,148,4.0,128.0,206.99
725,11,129,6.0,128.0,649.0
1130,15,190,6.0,128.0,295.97
272,7,246,8.0,256.0,699.0
1164,15,235,4.0,128.0,199.95
346,9,147,4.0,64.0,199.99
1002,15,212,8.0,256.0,369.0
1087,15,230,4.0,128.0,196.26
312,7,255,12.0,256.0,807.0
807,11,136,12.0,256.0,1799.0
1008,15,222,4.0,128.0,240.84
155,5,205,8.0,256.0,938.57
1012,15,222,4.0,64.0,213.47
1106,15,232,2.0,32.0,79.99
464,10,76,4.0,128.0,234.63
171,6,83,8.0,128.0,399.0
343,9,90,8.0,256.0,579.99
635,11,117,6.0,128.0,399.0
1120,15,233,6.0,128.0,327.96
1003,15,255,6.0,128.0,361.71
1033,15,223,4.0,128.0,179.99
757,11,131,8.0,256.0,711.0
328,9,77,4.0,64.0,137.9
96,4,26,8.0,256.0,409.9
264,7,246,8.0,256.0,403.0
1068,15,228,2.0,32.0,129.0
278,8,28,12.0,256.0,1333.0
326,9,77,3.0,32.0,149.99
301,7,48,6.0,128.0,259.0
973,15,158,8.0,128.0,429.01
115,4,267,6.0,128.0,231.4
746,11,130,6.0,128.0,759.0
309,7,91,12.0,256.0,189.0
334,9,89,12.0,256.0,689.0
109,4,263,4.0,128.0,252.22
809,11,136,12.0,512.0,1495.0
432,10,32,8.0,128.0,352.59
532,11,101,3.0,32.0,167.98
1097,15,33,4.0,64.0,157.0
1077,15,229,2.0,32.0,139.0
285,8,186,12.0,256.0,587.36
391,9,258,8.0,256.0,368.9
1048,15,226,3.0,32.0,149.99
909,15,2,8.0,128.0,430.66
1168,15,235,6.0,64.0,249.0
562,11,105,4.0,128.0,249.01
156,5,205,8.0,256.0,842.29
1191,15,236,8.0,128.0,399.99
3,15,247,12.0,256.0,628.99
518,11,101,3.0,32.0,165.0
709,11,129,8.0,128.0,275.0
710,11,129,8.0,128.0,499.0
722,11,129,6.0,128.0,640.67
1179,15,236,4.0,128.0,209.9
666,11,120,6.0,128.0,203.99
624,11,115,4.0,128.0,529.99
1148,15,3,8.0,128.0,439.08
358,9,149,4.0,128.0,229.98
449,10,71,4.0,64.0,181.0
827,12,15,4.0,128.0,204.99
214,6,249,8.0,256.0,799.0
829,12,16,4.0,128.0,174.99
46,2,144,8.0,128.0,268.7
681,11,122,4.0,128.0,214.99
840,12,20,2.0,32.0,89.99
779,11,134,8.0,256.0,991.0
694,11,127,8.0,256.0,1131.66
4,15,247,8.0,128.0,522.19
645,11,117,8.0,256.0,518.0
806,11,136,12.0,256.0,1799.0
366,9,149,4.0,64.0,210.0
529,11,101,4.0,64.0,294.36
524,11,101,4.0,64.0,176.95
792,11,135,8.0,256.0,1029.7
351,9,147,6.0,128.0,275.76
968,15,157,8.0,256.0,524.0
1088,15,230,4.0,128.0,196.26
980,15,160,6.0,64.0,399.0
940,15,9,12.0,256.0,1099.99
59,2,207,6.0,128.0,159.95
736,11,129,12.0,128.0,368.0
1076,15,229,2.0,32.0,135.3
1237,10,25,8.0,128.0,239.0
580,11,108,4.0,64.0,254.72
167,6,82,8.0,128.0,235.01
438,10,34,4.0,64.0,232.59
728,11,129,12.0,128.0,796.95
374,9,256,8.0,256.0,429.99
617,11,114,4.0,128.0,155.0
665,11,120,6.0,128.0,543.37
769,11,133,6.0,128.0,623.71
855,13,59,8.0,128.0,199.99
