Smartphone,RAM,Storage,Free,Final Price,PriceCategory
66,8.0,128.0,1,739.0,متوسط
383,8.0,256.0,1,249.95,رخيص
677,8.0,128.0,1,319.0,رخيص
1275,8.0,128.0,1,1410.0,غالي
64,8.0,64.0,1,799.0,متوسط
1488,8.0,256.0,1,982.29,متوسط
1550,8.0,256.0,1,369.0,رخيص
127,8.0,256.0,1,929.0,متوسط
626,8.0,256.0,1,499.0,رخيص
10,8.0,128.0,1,429.01,رخيص
555,4.0,128.0,1,186.98,رخيص
13,8.0,128.0,1,639.0,متوسط
1036,8.0,128.0,1,399.0,رخيص
1028,8.0,128.0,1,400.0,رخيص
1354,8.0,512.0,1,1919.0,غالي
924,4.0,64.0,1,189.99,رخيص
1376,2.0,32.0,1,80.63,رخيص
1585,8.0,64.0,1,107.94,رخيص
1182,8.0,128.0,1,759.0,متوسط
1150,8.0,256.0,1,654.53,متوسط
1495,8.0,256.0,1,1338.8,غالي
1008,4.0,64.0,1,261.61,رخيص
1191,8.0,256.0,1,806.04,متوسط
639,8.0,256.0,1,391.13,رخيص
1109,8.0,256.0,1,517.0,متوسط
142,8.0,256.0,1,1279.0,غالي
1631,2.0,32.0,1,170.01,رخيص
395,8.0,128.0,1,245.0,رخيص
605,4.0,128.0,1,239.0,رخيص
925,4.0,128.0,1,199.95,رخيص
116,8.0,512.0,1,1249.0,غالي
128,8.0,256.0,1,929.0,متوسط
129,8.0,512.0,1,1159.0,غالي
1247,8.0,128.0,1,729.0,متوسط
1346,8.0,256.0,1,1799.0,غالي
1481,8.0,256.0,1,502.0,متوسط
859,8.0,256.0,1,699.0,متوسط
229,8.0,256.0,1,180.0,رخيص
428,8.0,256.0,1,702.84,متوسط
169,8.0,256.0,1,1139.0,غالي
247,8.0,64.0,1,194.0,رخيص
243,8.0,64.0,1,150.0,رخيص
723,4.0,64.0,1,199.99,رخيص
1181,8.0,128.0,1,480.45,رخيص
240,8.0,256.0,1,189.99,رخيص
18,8.0,64.0,1,589.0,متوسط
857,8.0,128.0,1,351.6,رخيص
1164,8.0,128.0,1,1063.47,غالي
714,8.0,256.0,1,479.99,رخيص
295,8.0,64.0,1,302.0,رخيص
435,8.0,128.0,1,449.55,رخيص
308,8.0,256.0,1,779.0,متوسط
954,4.0,128.0,1,209.0,رخيص
1125,8.0,128.0,1,563.69,متوسط
1639,2.0,32.0,0,92.93,رخيص
730,4.0,128.0,1,206.99,رخيص
86,8.0,256.0,1,667.0,متوسط
1156,8.0,128.0,1,649.0,متوسط
187,8.0,256.0,1,1289.0,غالي
1680,8.0,128.0,1,295.97,رخيص
397,8.0,128.0,1,1166.96,غالي
646,8.0,256.0,1,699.0,متوسط
29,8.0,256.0,1,627.02,متوسط
178,8.0,512.0,1,1399.0,غالي
1714,4.0,128.0,1,199.95,رخيص
724,4.0,64.0,1,199.99,رخيص
1551,8.0,256.0,1,369.0,رخيص
1636,4.0,128.0,1,196.26,رخيص
690,8.0,256.0,1,807.0,متوسط
1349,8.0,256.0,1,1799.0,غالي
1557,4.0,128.0,1,240.84,رخيص
496,8.0,256.0,1,938.57,متوسط
1561,4.0,64.0,1,213.47,رخيص
242,8.0,64.0,1,155.0,رخيص
91,8.0,128.0,1,913.88,متوسط
239,8.0,256.0,1,199.0,رخيص
1655,2.0,32.0,1,79.99,رخيص
845,4.0,128.0,1,234.63,رخيص
518,8.0,128.0,1,399.0,رخيص
721,8.0,256.0,1,579.99,متوسط
1038,8.0,128.0,1,399.0,رخيص
1670,8.0,128.0,1,327.96,رخيص
226,8.0,128.0,1,130.0,رخيص
1552,8.0,128.0,1,361.71,رخيص
1582,4.0,128.0,1,179.99,رخيص
1221,8.0,256.0,1,711.0,متوسط
706,4.0,64.0,1,137.9,رخيص
427,8.0,256.0,1,409.9,رخيص
638,8.0,256.0,1,403.0,رخيص
14,8.0,256.0,1,469.0,رخيص
1617,2.0,32.0,1,129.0,رخيص
656,8.0,256.0,1,1333.0,غالي
704,8.0,32.0,1,149.99,رخيص
228,8.0,128.0,1,130.0,رخيص
679,8.0,128.0,1,259.0,رخيص
1194,8.0,128.0,1,759.0,متوسط
1520,8.0,128.0,1,429.01,رخيص
46,8.0,64.0,1,507.99,متوسط
87,8.0,256.0,1,665.0,متوسط
447,8.0,128.0,1,231.4,رخيص
1184,8.0,128.0,1,759.0,متوسط
687,8.0,256.0,1,189.0,رخيص
712,8.0,256.0,1,689.0,متوسط
47,8.0,64.0,1,489.0,رخيص
1173,8.0,256.0,1,1246.02,غالي
441,4.0,128.0,1,252.22,رخيص
1351,8.0,512.0,1,1495.0,غالي
130,8.0,512.0,1,1159.0,غالي
813,8.0,128.0,1,352.59,رخيص
117,8.0,512.0,1,1249.0,غالي
132,8.0,512.0,1,1159.0,غالي
931,8.0,32.0,1,167.98,رخيص
30,8.0,256.0,1,517.0,متوسط
262,8.0,128.0,1,398.48,رخيص
1646,4.0,64.0,1,157.0,رخيص
256,8.0,64.0,1,439.0,رخيص
1626,2.0,32.0,1,139.0,رخيص
244,8.0,256.0,1,269.0,رخيص
663,8.0,256.0,1,587.36,متوسط
769,8.0,256.0,1,368.9,رخيص
1597,8.0,32.0,1,149.99,رخيص
396,8.0,128.0,1,691.64,متوسط
1337,8.0,256.0,1,1128.0,غالي
101,8.0,512.0,1,805.51,متوسط
1456,8.0,128.0,1,430.66,رخيص
1292,8.0,256.0,1,1175.19,غالي
1718,8.0,64.0,1,249.0,رخيص
961,4.0,128.0,1,249.01,رخيص
497,8.0,256.0,1,842.29,متوسط
1741,8.0,128.0,1,399.99,رخيص
303,8.0,256.0,1,628.99,متوسط
917,8.0,32.0,1,165.0,رخيص
1140,8.0,128.0,1,275.0,رخيص
1335,8.0,512.0,1,1204.0,غالي
1141,8.0,128.0,1,499.0,رخيص
1153,8.0,128.0,1,640.67,متوسط
1729,4.0,128.0,1,209.9,رخيص
100,8.0,512.0,1,837.01,متوسط
1069,8.0,128.0,0,203.99,رخيص
1134,8.0,128.0,1,506.39,متوسط
1023,4.0,128.0,1,529.99,متوسط
1698,8.0,128.0,1,439.08,رخيص
257,8.0,64.0,1,439.0,رخيص
281,8.0,256.0,1,368.0,رخيص
736,4.0,128.0,1,229.98,رخيص
830,4.0,64.0,1,181.0,رخيص
1372,4.0,128.0,1,204.99,رخيص
201,8.0,128.0,1,1969.0,غالي
1207,8.0,128.0,1,849.0,متوسط
11,8.0,128.0,1,429.01,رخيص
566,8.0,256.0,1,799.0,متوسط
1374,4.0,128.0,1,174.99,رخيص
360,8.0,128.0,1,268.7,رخيص
1087,4.0,128.0,1,214.99,رخيص
1385,2.0,32.0,1,89.99,رخيص
96,8.0,256.0,1,1100.0,غالي
145,8.0,256.0,1,1279.0,غالي
1215,8.0,256.0,1,681.0,متوسط
1314,8.0,256.0,1,991.0,متوسط
1106,8.0,256.0,1,1131.66,غالي
289,8.0,256.0,1,389.0,رخيص
304,8.0,128.0,1,522.19,متوسط
652,8.0,128.0,1,929.0,متوسط
1048,8.0,256.0,1,518.0,متوسط
1348,8.0,256.0,1,1799.0,غالي
151,8.0,128.0,1,1259.0,غالي
744,4.0,64.0,1,210.0,رخيص
928,4.0,64.0,1,294.36,رخيص
1175,8.0,256.0,1,372.0,رخيص
923,4.0,64.0,1,176.95,رخيص
1327,8.0,256.0,1,1029.7,غالي
587,8.0,256.0,1,701.5,متوسط
729,8.0,128.0,1,275.76,رخيص
1208,8.0,128.0,1,801.77,متوسط
1515,8.0,256.0,1,524.0,متوسط
1637,4.0,128.0,1,196.26,رخيص
1528,8.0,64.0,1,399.0,رخيص
1487,8.0,256.0,1,1099.99,غالي
246,8.0,64.0,1,189.0,رخيص
1126,8.0,128.0,1,563.69,متوسط
1135,8.0,128.0,1,199.0,رخيص
373,8.0,128.0,1,159.95,رخيص
1167,8.0,128.0,1,368.0,رخيص
1625,2.0,32.0,1,135.3,رخيص
1805,8.0,128.0,1,239.0,رخيص
576,8.0,32.0,1,111.01,رخيص
979,4.0,64.0,1,254.72,رخيص
514,8.0,128.0,1,235.01,رخيص
819,4.0,64.0,1,232.59,رخيص
1159,8.0,128.0,1,796.95,متوسط
752,8.0,256.0,1,429.99,رخيص
1016,4.0,128.0,1,155.0,رخيص
1068,8.0,128.0,0,543.37,متوسط
1282,8.0,256.0,1,1084.0,غالي
1301,8.0,128.0,1,623.71,متوسط
1788,2.0,32.0,1,84.9,رخيص
1170,8.0,128.0,1,635.23,متوسط
898,8.0,64.0,1,109.95,رخيص
1401,8.0,128.0,1,199.99,رخيص
384,8.0,256.0,1,249.95,رخيص
966,4.0,128.0,1,249.01,رخيص
1138,8.0,128.0,1,701.09,متوسط
1694,8.0,128.0,1,283.47,رخيص
1168,8.0,128.0,1,637.0,متوسط
1507,8.0,128.0,1,203.0,رخيص
473,8.0,128.0,1,239.98,رخيص
354,4.0,64.0,1,206.34,رخيص
1070,8.0,128.0,0,203.99,رخيص
1682,8.0,64.0,1,258.3,رخيص
1103,8.0,256.0,1,810.78,متوسط
939,4.0,64.0,1,184.88,رخيص
1375,2.0,32.0,1,84.1,رخيص
57,8.0,256.0,1,979.0,متوسط
1190,8.0,256.0,1,649.0,متوسط
691,8.0,256.0,1,819.0,متوسط
89,8.0,512.0,1,728.0,متوسط
1315,8.0,128.0,1,700.71,متوسط
274,8.0,64.0,1,239.0,رخيص
856,8.0,128.0,1,351.6,رخيص
288,8.0,64.0,1,279.0,رخيص
254,8.0,64.0,1,529.0,متوسط
1438,4.0,128.0,1,145.21,رخيص
296,8.0,64.0,1,308.01,رخيص
872,8.0,256.0,1,852.59,متوسط
1115,8.0,128.0,1,536.05,متوسط
1424,4.0,64.0,1,189.99,رخيص
1572,2.0,32.0,1,110.3,رخيص
1007,4.0,64.0,0,140.0,رخيص
1009,4.0,64.0,1,120.0,رخيص
1474,8.0,128.0,1,567.04,متوسط
1591,4.0,64.0,1,179.99,رخيص
1206,8.0,128.0,1,859.0,متوسط
1452,8.0,128.0,1,432.35,رخيص
1183,8.0,128.0,1,585.97,متوسط
1493,8.0,256.0,1,589.57,متوسط
1719,8.0,64.0,1,249.0,رخيص
665,8.0,256.0,1,386.99,رخيص
445,8.0,128.0,1,179.99,رخيص
1296,8.0,64.0,1,271.42,رخيص
78,8.0,64.0,1,689.0,متوسط
818,4.0,128.0,1,252.59,رخيص
381,4.0,64.0,1,149.96,رخيص
286,8.0,64.0,1,279.0,رخيص
894,8.0,32.0,1,99.95,رخيص
1703,8.0,128.0,1,349.99,رخيص
586,8.0,128.0,1,625.24,متوسط
1526,8.0,128.0,1,528.0,متوسط
88,8.0,512.0,1,724.0,متوسط
1284,8.0,512.0,1,1193.0,غالي
1567,4.0,64.0,1,229.94,رخيص
479,4.0,128.0,1,160.0,رخيص
529,2.0,32.0,1,109.0,رخيص
678,8.0,128.0,1,259.0,رخيص
1022,4.0,128.0,1,315.18,رخيص
1077,4.0,128.0,1,209.0,رخيص
609,8.0,128.0,1,302.91,رخيص
669,8.0,128.0,1,376.78,رخيص
255,8.0,64.0,1,529.0,متوسط
942,4.0,128.0,1,193.49,رخيص
1517,8.0,128.0,1,392.68,رخيص
1603,8.0,64.0,1,169.99,رخيص
520,8.0,256.0,1,886.95,متوسط
620,8.0,128.0,1,469.0,رخيص
1408,2.0,16.0,1,106.92,رخيص
692,8.0,256.0,1,1169.0,غالي
708,4.0,64.0,1,119.0,رخيص
359,8.0,128.0,1,191.0,رخيص
394,8.0,64.0,1,283.81,رخيص
881,8.0,128.0,1,209.0,رخيص
986,8.0,128.0,1,359.0,رخيص
853,8.0,128.0,1,497.02,رخيص
1118,8.0,128.0,0,710.74,متوسط
1205,8.0,128.0,1,599.91,متوسط
476,4.0,128.0,1,464.37,رخيص
1032,8.0,128.0,1,339.0,رخيص
1472,8.0,128.0,1,567.04,متوسط
1810,8.0,256.0,1,325.01,رخيص
1414,4.0,64.0,1,159.99,رخيص
248,8.0,64.0,1,195.0,رخيص
558,4.0,128.0,1,350.0,رخيص
1021,4.0,128.0,1,180.0,رخيص
1148,8.0,128.0,1,649.0,متوسط
1762,8.0,64.0,0,168.77,رخيص
266,8.0,128.0,1,338.0,رخيص
1197,8.0,256.0,1,379.0,رخيص
1202,8.0,256.0,1,457.0,رخيص
380,4.0,64.0,1,149.96,رخيص
606,4.0,128.0,1,263.97,رخيص
1029,8.0,128.0,1,572.23,متوسط
1574,2.0,32.0,1,96.22,رخيص
271,8.0,256.0,1,367.37,رخيص
340,8.0,128.0,1,513.42,متوسط
972,4.0,64.0,1,282.12,رخيص
1171,8.0,128.0,1,865.36,متوسط
1387,2.0,32.0,1,89.99,رخيص
1633,8.0,64.0,1,106.9,رخيص
1640,2.0,32.0,1,95.9,رخيص
1686,4.0,64.0,1,199.0,رخيص
1199,8.0,128.0,1,822.0,متوسط
905,2.0,32.0,1,169.0,رخيص
1613,4.0,64.0,1,200.0,رخيص
737,4.0,128.0,1,229.98,رخيص
233,8.0,32.0,1,110.0,رخيص
1775,4.0,128.0,1,269.0,رخيص
498,8.0,256.0,1,858.29,متوسط
547,8.0,128.0,1,229.0,رخيص
815,8.0,128.0,1,402.59,رخيص
847,4.0,64.0,1,182.59,رخيص
1357,8.0,128.0,1,372.46,رخيص
294,8.0,64.0,1,309.0,رخيص
978,4.0,64.0,1,299.0,رخيص
1229,8.0,256.0,1,975.01,متوسط
1186,8.0,128.0,1,759.0,متوسط
1554,8.0,128.0,1,364.63,رخيص
1097,8.0,256.0,1,897.82,متوسط
1174,8.0,256.0,1,1246.02,غالي
1804,8.0,128.0,1,239.0,رخيص
193,8.0,512.0,1,1549.0,غالي
531,4.0,64.0,1,144.6,رخيص
560,8.0,256.0,1,1199.0,غالي
795,4.0,128.0,1,221.6,رخيص
808,8.0,128.0,1,444.37,رخيص
831,4.0,128.0,1,206.67,رخيص
1542,8.0,128.0,0,495.34,رخيص
1671,8.0,64.0,1,199.99,رخيص
1770,4.0,64.0,1,120.0,رخيص
1777,8.0,128.0,1,168.58,رخيص
1779,8.0,64.0,1,310.74,رخيص
125,8.0,256.0,1,929.0,متوسط
131,8.0,512.0,1,1159.0,غالي
175,8.0,512.0,1,1399.0,غالي
200,8.0,128.0,1,1969.0,غالي
1137,8.0,128.0,1,1281.61,غالي
1324,8.0,256.0,0,1162.93,غالي
1353,8.0,512.0,1,1922.93,غالي
1490,8.0,256.0,1,758.68,متوسط
1627,2.0,32.0,1,99.5,رخيص
409,4.0,64.0,0,235.22,رخيص
519,8.0,128.0,1,399.0,رخيص
579,4.0,64.0,1,348.04,رخيص
742,4.0,64.0,1,189.9,رخيص
99,8.0,512.0,1,799.0,متوسط
829,4.0,64.0,1,152.59,رخيص
471,8.0,128.0,1,185.0,رخيص
79,8.0,64.0,1,689.0,متوسط
709,4.0,64.0,1,169.99,رخيص
885,8.0,256.0,1,448.99,رخيص
983,8.0,128.0,1,319.34,رخيص
1511,8.0,128.0,1,682.59,متوسط
285,8.0,512.0,1,419.0,رخيص
664,8.0,256.0,1,365.0,رخيص
1122,8.0,128.0,1,281.0,رخيص
1123,8.0,128.0,1,670.0,متوسط
276,8.0,64.0,1,270.0,رخيص
475,8.0,128.0,1,209.0,رخيص
590,8.0,32.0,1,186.52,رخيص
790,8.0,128.0,1,239.0,رخيص
1209,8.0,128.0,1,716.13,متوسط
1447,8.0,128.0,1,324.59,رخيص
1607,4.0,128.0,1,173.16,رخيص
278,8.0,64.0,1,363.0,رخيص
472,8.0,128.0,1,620.0,متوسط
694,8.0,256.0,1,198.0,رخيص
1514,8.0,256.0,1,524.0,متوسط
832,4.0,128.0,1,206.67,رخيص
1005,8.0,128.0,1,328.68,رخيص
1423,8.0,256.0,1,505.9,متوسط
411,8.0,128.0,1,260.0,رخيص
962,4.0,128.0,1,249.01,رخيص
1018,4.0,128.0,1,165.0,رخيص
1083,4.0,64.0,1,164.11,رخيص
1270,8.0,512.0,1,1249.0,غالي
1460,8.0,256.0,1,661.85,متوسط
456,8.0,128.0,1,625.24,متوسط
1693,8.0,128.0,1,284.89,رخيص
540,4.0,64.0,1,165.99,رخيص
554,8.0,32.0,0,184.88,رخيص
778,4.0,64.0,1,103.39,رخيص
904,8.0,32.0,1,139.98,رخيص
1065,8.0,128.0,1,180.0,رخيص
1771,8.0,64.0,1,246.95,رخيص
867,8.0,256.0,1,599.0,متوسط
56,8.0,256.0,1,979.0,متوسط
432,8.0,128.0,1,354.89,رخيص
448,8.0,128.0,1,185.8,رخيص
319,8.0,16.0,1,109.32,رخيص
889,8.0,64.0,1,109.9,رخيص
1400,8.0,128.0,1,199.99,رخيص
1564,4.0,128.0,1,227.5,رخيص
1765,4.0,64.0,1,229.94,رخيص
158,8.0,512.0,1,1609.0,غالي
292,8.0,512.0,1,488.01,رخيص
604,4.0,128.0,1,263.97,رخيص
668,8.0,256.0,1,436.31,رخيص
816,8.0,128.0,1,402.59,رخيص
1409,2.0,16.0,1,119.61,رخيص
1704,8.0,64.0,1,299.99,رخيص
283,8.0,256.0,1,369.0,رخيص
342,8.0,128.0,1,550.8,متوسط
438,4.0,64.0,1,129.0,رخيص
739,4.0,128.0,1,249.9,رخيص
775,8.0,256.0,1,359.38,رخيص
869,8.0,128.0,1,552.59,متوسط
892,8.0,16.0,1,70.68,رخيص
1565,4.0,64.0,1,213.47,رخيص
1689,8.0,128.0,1,259.99,رخيص
74,8.0,256.0,1,859.0,متوسط
1015,4.0,128.0,1,591.86,متوسط
368,2.0,16.0,1,99.95,رخيص
927,4.0,64.0,1,182.21,رخيص
1187,8.0,256.0,1,649.0,متوسط
461,8.0,128.0,1,349.85,رخيص
270,8.0,256.0,1,438.0,رخيص
351,2.0,16.0,1,84.95,رخيص
539,4.0,128.0,1,219.0,رخيص
901,8.0,32.0,1,137.99,رخيص
930,8.0,32.0,1,171.49,رخيص
1107,8.0,256.0,1,1187.46,غالي
1146,8.0,128.0,1,649.0,متوسط
40,8.0,512.0,1,607.0,متوسط
245,8.0,256.0,1,380.0,رخيص
7,8.0,64.0,1,226.98,رخيص
1045,8.0,256.0,1,518.0,متوسط
1505,8.0,128.0,1,158.99,رخيص
452,4.0,64.0,1,316.71,رخيص
929,8.0,32.0,1,156.94,رخيص
1469,8.0,128.0,1,799.99,متوسط
1581,4.0,128.0,1,175.22,رخيص
37,8.0,256.0,1,559.0,متوسط
253,8.0,256.0,1,701.61,متوسط
261,8.0,128.0,1,358.99,رخيص
595,4.0,64.0,1,139.0,رخيص
658,8.0,128.0,1,698.0,متوسط
963,4.0,64.0,1,249.01,رخيص
1124,8.0,128.0,1,670.0,متوسط
1441,8.0,128.0,1,314.6,رخيص
73,8.0,256.0,1,859.0,متوسط
464,4.0,128.0,1,372.44,رخيص
884,8.0,128.0,1,239.0,رخيص
916,8.0,32.0,1,159.94,رخيص
969,4.0,64.0,1,234.9,رخيص
1598,8.0,32.0,1,149.99,رخيص
9,8.0,128.0,1,447.0,رخيص
297,8.0,256.0,1,789.0,متوسط
474,8.0,128.0,1,209.0,رخيص
478,4.0,128.0,1,368.81,رخيص
662,8.0,128.0,1,769.87,متوسط
977,4.0,128.0,1,333.0,رخيص
23,8.0,64.0,1,378.0,رخيص
280,8.0,64.0,1,465.0,رخيص
343,8.0,128.0,1,116.99,رخيص
451,8.0,128.0,1,349.0,رخيص
1264,8.0,256.0,1,1209.0,غالي
77,8.0,64.0,1,689.0,متوسط
460,8.0,128.0,1,219.0,رخيص
713,8.0,128.0,1,612.07,متوسط
883,8.0,128.0,1,269.0,رخيص
1333,8.0,512.0,1,797.0,متوسط
1421,4.0,64.0,1,241.0,رخيص
1422,8.0,256.0,1,792.19,متوسط
533,8.0,256.0,1,618.21,متوسط
810,8.0,128.0,1,332.59,رخيص
355,4.0,64.0,1,171.49,رخيص
301,8.0,128.0,1,528.84,متوسط
429,4.0,128.0,1,251.55,رخيص
1163,8.0,128.0,1,600.0,متوسط
1169,8.0,128.0,1,865.36,متوسط
1768,8.0,32.0,1,195.0,رخيص
1678,8.0,256.0,1,388.0,رخيص
700,8.0,256.0,1,597.99,متوسط
820,4.0,64.0,1,232.59,رخيص
926,4.0,64.0,1,199.0,رخيص
1479,8.0,128.0,1,599.0,متوسط
31,8.0,512.0,1,614.99,متوسط
695,8.0,128.0,1,184.0,رخيص
1665,4.0,64.0,1,229.99,رخيص
509,8.0,256.0,1,552.39,متوسط
728,8.0,128.0,1,312.26,رخيص
809,8.0,128.0,1,340.42,رخيص
827,8.0,32.0,1,155.04,رخيص
828,8.0,32.0,1,132.59,رخيص
837,8.0,32.0,1,152.59,رخيص
910,8.0,128.0,1,240.27,رخيص
1075,8.0,64.0,1,159.0,رخيص
1130,8.0,512.0,1,701.09,متوسط
1196,8.0,256.0,1,1531.16,غالي
1265,8.0,256.0,1,1357.57,غالي
1431,8.0,32.0,1,120.08,رخيص
1524,8.0,64.0,1,331.93,رخيص
1535,8.0,32.0,1,164.0,رخيص
1562,4.0,128.0,1,209.28,رخيص
1658,4.0,128.0,1,259.0,رخيص
1673,8.0,64.0,1,299.99,رخيص
1708,8.0,128.0,1,581.32,متوسط
1715,8.0,128.0,1,233.18,رخيص
1764,4.0,64.0,1,221.15,رخيص
1808,8.0,128.0,1,209.0,رخيص
306,8.0,128.0,1,549.0,متوسط
439,4.0,64.0,1,135.0,رخيص
1645,4.0,128.0,1,254.74,رخيص
685,8.0,128.0,1,212.0,رخيص
1325,8.0,256.0,1,869.0,متوسط
1498,8.0,256.0,1,289.0,رخيص
1211,8.0,256.0,1,802.61,متوسط
682,8.0,128.0,1,379.0,رخيص
844,4.0,128.0,1,202.59,رخيص
1203,8.0,512.0,1,542.0,متوسط
1523,8.0,256.0,1,234.0,رخيص
329,8.0,128.0,1,377.91,رخيص
491,8.0,128.0,1,355.92,رخيص
794,8.0,128.0,1,254.0,رخيص
843,4.0,64.0,1,172.59,رخيص
971,4.0,64.0,1,229.9,رخيص
1234,8.0,256.0,1,1098.99,غالي
1454,8.0,128.0,1,461.82,رخيص
1527,8.0,128.0,1,528.0,متوسط
1676,8.0,128.0,1,412.6,رخيص
1806,8.0,128.0,1,225.0,رخيص
136,8.0,128.0,1,1159.0,غالي
144,8.0,256.0,1,1279.0,غالي
152,8.0,128.0,1,1839.0,غالي
477,4.0,128.0,1,160.0,رخيص
956,8.0,32.0,1,99.99,رخيص
1017,4.0,128.0,1,261.0,رخيص
1067,8.0,128.0,1,180.0,رخيص
1132,8.0,128.0,1,203.99,رخيص
1158,8.0,128.0,1,244.0,رخيص
59,8.0,256.0,1,979.0,متوسط
811,8.0,128.0,1,332.59,رخيص
920,4.0,128.0,1,248.82,رخيص
1300,4.0,64.0,1,264.68,رخيص
1321,8.0,128.0,1,714.0,متوسط
1485,8.0,256.0,1,879.0,متوسط
98,8.0,512.0,1,835.0,متوسط
237,8.0,32.0,1,160.95,رخيص
484,8.0,128.0,1,549.0,متوسط
886,8.0,128.0,1,715.59,متوسط
1510,8.0,128.0,1,321.0,رخيص
1566,4.0,64.0,1,221.89,رخيص
1616,2.0,32.0,0,129.0,رخيص
1446,8.0,128.0,1,258.56,رخيص
1796,2.0,32.0,1,109.0,رخيص
356,8.0,32.0,1,148.24,رخيص
1044,8.0,256.0,1,559.36,متوسط
1227,8.0,256.0,1,975.01,متوسط
1204,8.0,512.0,1,577.0,متوسط
1430,8.0,256.0,1,996.98,متوسط
1534,8.0,128.0,1,559.56,متوسط
492,8.0,128.0,1,356.76,رخيص
870,8.0,256.0,1,852.59,متوسط
947,4.0,128.0,1,193.49,رخيص
1463,8.0,128.0,1,649.99,متوسط
1486,8.0,256.0,1,773.5,متوسط
599,4.0,64.0,1,157.66,رخيص
634,8.0,128.0,1,499.0,رخيص
1149,8.0,256.0,1,549.0,متوسط
1222,8.0,128.0,1,799.0,متوسط
1299,8.0,128.0,1,399.0,رخيص
17,8.0,256.0,1,550.01,متوسط
434,8.0,256.0,1,639.0,متوسط
698,8.0,128.0,1,599.0,متوسط
659,8.0,256.0,1,528.0,متوسط
671,4.0,128.0,1,149.0,رخيص
755,8.0,256.0,1,450.87,رخيص
834,8.0,32.0,1,142.59,رخيص
1405,4.0,64.0,1,193.2,رخيص
1772,8.0,64.0,1,109.0,رخيص
960,8.0,32.0,1,144.99,رخيص
457,8.0,128.0,1,631.1,متوسط
483,8.0,128.0,1,849.88,متوسط
593,4.0,64.0,1,189.0,رخيص
1152,8.0,128.0,1,640.72,متوسط
1339,8.0,256.0,1,1128.0,غالي
1570,4.0,64.0,1,221.89,رخيص
225,8.0,128.0,1,135.0,رخيص
28,8.0,256.0,1,519.01,متوسط
689,8.0,512.0,1,327.99,رخيص
1157,8.0,128.0,1,649.0,متوسط
1177,8.0,128.0,1,749.0,متوسط
1302,8.0,128.0,1,579.7,متوسط
1308,8.0,128.0,0,1087.57,غالي
1364,4.0,64.0,1,209.99,رخيص
1419,8.0,128.0,1,311.03,رخيص
1512,8.0,256.0,1,599.0,متوسط
1541,8.0,128.0,1,219.0,رخيص
70,8.0,128.0,1,739.0,متوسط
357,4.0,64.0,1,200.99,رخيص
617,8.0,128.0,1,240.0,رخيص
686,8.0,256.0,1,189.0,رخيص
912,8.0,64.0,1,150.0,رخيص
1702,8.0,128.0,1,349.99,رخيص
143,8.0,256.0,1,1279.0,غالي
1618,2.0,32.0,1,111.8,رخيص
16,8.0,256.0,1,550.01,متوسط
41,8.0,512.0,1,608.0,متوسط
42,8.0,512.0,1,645.99,متوسط
45,8.0,64.0,1,529.0,متوسط
72,8.0,256.0,1,859.0,متوسط
80,8.0,64.0,1,689.0,متوسط
148,8.0,512.0,1,1509.0,غالي
227,8.0,128.0,1,135.0,رخيص
230,8.0,32.0,1,168.0,رخيص
234,8.0,32.0,1,155.0,رخيص
249,8.0,128.0,1,311.38,رخيص
264,8.0,128.0,1,339.01,رخيص
267,8.0,256.0,1,428.0,رخيص
279,8.0,64.0,1,279.0,رخيص
282,8.0,256.0,1,367.01,رخيص
293,8.0,512.0,1,488.01,رخيص
298,8.0,256.0,1,444.72,رخيص
462,8.0,128.0,1,109.0,رخيص
649,8.0,128.0,1,244.43,رخيص
657,8.0,128.0,1,819.0,متوسط
908,8.0,64.0,1,1399.0,غالي
911,8.0,64.0,1,150.0,رخيص
959,8.0,32.0,1,253.0,رخيص
1006,4.0,64.0,1,120.0,رخيص
1034,8.0,128.0,1,339.0,رخيص
1074,8.0,128.0,1,107.9,رخيص
1111,8.0,64.0,1,550.01,متوسط
1155,8.0,128.0,1,649.0,متوسط
1330,8.0,256.0,0,1162.93,غالي
1497,8.0,128.0,1,289.0,رخيص
1500,8.0,128.0,1,349.0,رخيص
1501,8.0,128.0,1,349.0,رخيص
1502,8.0,128.0,1,349.0,رخيص
1533,8.0,64.0,1,428.0,رخيص
1677,8.0,128.0,1,349.0,رخيص
1776,8.0,128.0,1,213.0,رخيص
147,8.0,512.0,1,1509.0,غالي
153,8.0,128.0,1,1839.0,غالي
231,8.0,32.0,1,110.0,رخيص
235,8.0,32.0,1,155.0,رخيص
236,8.0,32.0,1,150.0,رخيص
503,8.0,64.0,1,214.0,رخيص
568,4.0,64.0,1,1499.0,غالي
645,8.0,256.0,1,529.98,متوسط
653,8.0,128.0,1,655.0,متوسط
654,8.0,128.0,1,534.0,متوسط
684,8.0,128.0,1,212.0,رخيص
907,8.0,64.0,1,1399.0,غالي
958,8.0,32.0,1,144.99,رخيص
1133,8.0,128.0,1,199.0,رخيص
1160,8.0,128.0,1,319.0,رخيص
1350,8.0,256.0,1,1802.94,غالي
1659,4.0,128.0,1,159.88,رخيص
571,2.0,32.0,1,111.89,رخيص
0,8.0,128.0,1,1021.0,غالي
3,2.0,32.0,1,85.99,رخيص
299,8.0,128.0,1,140.76,رخيص
302,8.0,128.0,1,400.18,رخيص
